|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|hasDotCom
1246|WealthForge|500000.0|Crowdfunding|3000000|operating|USA|Richmond|2|2009.0|online platforms and marketplaces|0
1247|Weddingful|500000.0|E-Commerce|500000|operating|CAN|Vancouver|1|2009.0|online platforms and marketplaces|0
1248|Weddington Way|2500000.0|E-Commerce|11500000|operating|USA|San Francisco|2|2011.0|online platforms and marketplaces|0
1249|Wee Web|270000.0|Social Media|270000|operating|USA|New York|1|2008.0|online platforms and marketplaces|0
1250|Weebly|20000.0|Blogging Platforms|35670000|operating|USA|San Francisco|4|2006.0|online platforms and marketplaces|0
1251|WeedWall|30000.0|Social Media|30000|operating|USA|Los Angeles|1|2011.0|online platforms and marketplaces|0
1252|Well Done|15000.0|Mobile Commerce|15000|operating|USA|Memphis|1|2014.0|online platforms and marketplaces|0
1253|Well.ca|425000.0|E-Commerce|10050000|operating|CAN|Guelph|5|2008.0|online platforms and marketplaces|0
1254|Wetradetogether|50000.0|Social Media|850000|operating|USA|New York|2|2011.0|online platforms and marketplaces|0
1255|Whale Path|1100000.0|Marketplaces|1100000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
1256|WhatsApp|250000.0|Messaging|58250000|acquired|USA|Santa Clara|3|2009.0|online platforms and marketplaces|0
1257|WhatsNew Asia|600000.0|E-Commerce|600000|operating|THA|Bangkok|1|2013.0|online platforms and marketplaces|0
1258|WhichSocial.com|161671.0|Software|161671|operating|GBR|Manchester|1|2012.0|online platforms and marketplaces|1
1259|WhiteLynx Pte Ltd|60000.0|Messaging|60000|operating|||1|2014.0|online platforms and marketplaces|0
1260|Who-Sells-it.com|50000.0|Web Development|50000|operating|CHE|Herisau|1|2006.0|online platforms and marketplaces|1
1261|Whooch|5000.0|Social Media|5000|operating|USA|Hoboken|1|2013.0|online platforms and marketplaces|0
1262|Whyd|700000.0|Social Network Media|700000|operating|FRA|Paris|1|2012.0|online platforms and marketplaces|0
1263|Wibki|125000.0|Social Media|125000|operating|ISR|Tel Aviv|1|2013.0|online platforms and marketplaces|0
1264|Wikkit LLC|17500.0|Messaging|17500|operating|USA|New York|1|2010.0|online platforms and marketplaces|0
1265|Wildfire, a division of Google|100000.0|Social Media|14100000|acquired|USA|Redwood City|4|2008.0|online platforms and marketplaces|0
1266|WinLoot.com|100000.0|Games|100000|operating|USA|Hauppauge|1|2013.0|online platforms and marketplaces|1
1267|Wiper|2500000.0|Messaging|2500000|operating|||1|2014.0|online platforms and marketplaces|0
1268|Wire|2250000.0|Messaging|2250000|operating|USA|Seattle|1|2013.0|online platforms and marketplaces|0
1269|WishGenie|1000000.0|Social Network Media|1000000|operating|GBR|London|1|2011.0|online platforms and marketplaces|0
1270|Wishberg|150000.0|Social Media|150000|operating|IND|Mumbai|1|2012.0|online platforms and marketplaces|0
1271|Wittlebee|2500000.0|E-Commerce|2500000|acquired|USA|Culver City|1|2012.0|online platforms and marketplaces|0
1272|Wiziva|41303.0|Marketplaces|41303|operating|||1|2014.0|online platforms and marketplaces|0
1273|Woisio|800000.0|Social Media|1200000|operating|TUR|Istanbul|2|2012.0|online platforms and marketplaces|0
1274|Women.com|120000.0|Entertainment|120000|operating|USA|Los Angeles|1|2012.0|online platforms and marketplaces|1
1275|WomenCentric|15270.0|Social Media|15270|operating|USA|Pomona|1|2005.0|online platforms and marketplaces|0
1276|Wooboard.com|250000.0|Human Resources|700000|operating|AUS|Surry Hills|2|2011.0|online platforms and marketplaces|1
1277|Wool and the Gang|2800000.0|E-Commerce|2800000|operating|GBR|London|1|2008.0|online platforms and marketplaces|0
1278|Wooshii|888668.0|Marketplaces|888668|operating|GBR|London|2|2009.0|online platforms and marketplaces|0
1279|Wordy|64000.0|Messaging|64000|operating|GBR|London|2|2009.0|online platforms and marketplaces|0
1280|WorkHands|20000.0|Social Media|20000|operating|USA|San Francisco|2|2013.0|online platforms and marketplaces|0
1281|WorkWith.me|250000.0|Social Recruiting|250000|operating|ISR|Tel Aviv|1|2012.0|online platforms and marketplaces|0
1282|Workana|75000.0|E-Commerce|75000|operating|ARG|Buenos Aires|1|2012.0|online platforms and marketplaces|0
1283|Worksurfers|40000.0|Marketplaces|40000|operating|USA|San Francisco|1|2014.0|online platforms and marketplaces|0
1284|World Blender|12000.0|Social Media|12000|closed|USA|Seattle|1|2010.0|online platforms and marketplaces|0
1285|Woto|500000.0|Social Media|500000|operating|GBR|London|2|2013.0|online platforms and marketplaces|0
1286|Wouzee Media|1264798.0|Social Media|1264798|operating|ESP|Alcobendas|1|2013.0|online platforms and marketplaces|0
1287|Woven Digital|5500000.0|Media|5500000|operating|USA|Culver City|1|2010.0|online platforms and marketplaces|0
1288|Wylio|1000.0|Blogging Platforms|1000|operating|USA|Dayton|1|2010.0|online platforms and marketplaces|0
1289|XMarket|850000.0|Marketplaces|850000|operating|||1|2014.0|online platforms and marketplaces|0
1290|XOXO Kitchen|2000000.0|Social Media|2000000|operating|USA|Minneapolis|1|2012.0|online platforms and marketplaces|0
1291|Y-Klub|90000.0|Social Media|90000|operating|USA|San Francisco|1|2010.0|online platforms and marketplaces|0
1292|Yachtico.com Yacht Charter & Boat Rental|1000000.0|Online Travel|1000000|operating|DEU|Berlin|1|2011.0|online platforms and marketplaces|1
1293|YadaHome|250000.0|Social Media|250000|operating|USA|Washington|1|2008.0|online platforms and marketplaces|0
1294|Yellloh|91900.0|Blogging Platforms|91900|operating|AUS|Oakleigh|1|2013.0|online platforms and marketplaces|0
1295|YelloYello|65850.0|Social Media|65850|acquired|NLD|Rijswijk|1|2007.0|online platforms and marketplaces|0
1296|YellowBrck|150000.0|Social Media|150000|closed|USA|New York|1|2010.0|online platforms and marketplaces|0
1297|YellowKorner|3216500.0|E-Commerce|3216500|operating|FRA|Paris|2|2006.0|online platforms and marketplaces|0
1298|Yellowsmith|850000.0|E-Commerce|850000|acquired|USA|New York|1|2012.0|online platforms and marketplaces|0
1299|Yerdle|500000.0|Marketplaces|5500000|operating|USA|San Francisco|2|2012.0|online platforms and marketplaces|0
1300|Yo|1500000.0|Messaging|1500000|operating|||1|2014.0|online platforms and marketplaces|0
1301|YoPro Global|100000.0|Social Network Media|100000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
1302|YogaTrail|320000.0|Marketplaces|640000|operating|THA|Chiang Mai|3|2012.0|online platforms and marketplaces|0
1303|Yolto|100000.0|Messaging|100000|operating|USA|Chicago|1|2013.0|online platforms and marketplaces|0
1304|YooDeal|600000.0|Marketplaces|600000|operating|GBR|London|1|2011.0|online platforms and marketplaces|0
1305|Yoono|2200000.0|Social Media|5450000|operating|USA|San Francisco|2|2006.0|online platforms and marketplaces|0
1306|Yotpo|800000.0|Social Commerce|13000000|operating|ISR|Tel Aviv|4|2011.0|online platforms and marketplaces|0
1307|YouDroop LTD|100000.0|Marketplaces|100000|operating|GBR|London|1|2013.0|online platforms and marketplaces|0
1308|YouScience|8500000.0|E-Commerce|13766667|operating|USA|Brentwood|2|2012.0|online platforms and marketplaces|0
1309|YouSticker|5000.0|Social Bookmarking|5000|operating|||1|2009.0|online platforms and marketplaces|0
1310|YourListen.com|10000.0|Music|10000|operating|USA|Los Angeles|1|2007.0|online platforms and marketplaces|1
1311|Yovigo|45000.0|E-Commerce|45000|operating|USA|Santa Barbara|1|2013.0|online platforms and marketplaces|0
1312|Yunno|15000.0|Social Media|15000|operating|||1|2010.0|online platforms and marketplaces|0
1313|Yuppics|36154.0|Social Media|36154|operating|MEX|Guadalajara|1|2011.0|online platforms and marketplaces|0
1314|ZANY OX|200000.0|E-Commerce|200000|operating|||1|2013.0|online platforms and marketplaces|0
1315|ZEEF.com|798887.0|Curated Web|2902555|operating|NLD|Amsterdam|3|2013.0|online platforms and marketplaces|1
1316|Zackfire.com|6000.0|Web Hosting|6000|closed|PAK|Islamabad|1|2010.0|online platforms and marketplaces|1
1317|Zavedenia.com|5000.0|Internet|5000|operating|BGR|Sofia|1|2007.0|online platforms and marketplaces|1
1318|Zepo|190000.0|E-Commerce|190000|operating|IND|Mumbai|1|2011.0|online platforms and marketplaces|0
1319|Zextit|165000.0|Messaging|165000|operating|USA|San Francisco|1|2011.0|online platforms and marketplaces|0
1320|Zibby|40000.0|E-Commerce|40000|operating|USA|New York|1|2012.0|online platforms and marketplaces|0
1321|Zidoff eCommerce|300000.0|Marketplaces|300000|operating|NGA|Wuse|1|2013.0|online platforms and marketplaces|0
1322|Zify|16600.0|Social Network Media|16600|operating|IND|Hyderabad|1|2014.0|online platforms and marketplaces|0
1323|Zighra|980392.0|Crowdsourcing|980392|operating|CAN|Ottawa|1|2009.0|online platforms and marketplaces|0
1324|Ziklag Systems|1000000.0|Mobile Commerce|1000000|operating|USA|Washington|1|2012.0|online platforms and marketplaces|0
1325|ZinMobi|720496.0|Social + Mobile + Local|720496|operating|IRL|Dublin|1|2010.0|online platforms and marketplaces|0
1326|Zipfit|357000.0|E-Commerce|357000|operating|USA|Chicago|1|2012.0|online platforms and marketplaces|0
1327|Zola Books|5500000.0|E-Commerce|5500000|operating|USA|New York|1|2011.0|online platforms and marketplaces|0
1328|Zookal|260000.0|E-Commerce|2060000||AUS|Sydney|3|2011.0|online platforms and marketplaces|0
1329|Zoutons|3300000.0|E-Commerce|3300000|operating|IND|New Delhi|1|2013.0|online platforms and marketplaces|0
1330|Zumeo.com|100000.0|Recruiting|100000|operating|USA|Medford|1|2007.0|online platforms and marketplaces|1
1331|ZummZumm|50000.0|Social Media|50000|closed|GBR|London|1|2011.0|online platforms and marketplaces|0
1332|Zumper|1700000.0|Online Rental|8200000|operating|USA|San Francisco|2|2012.0|online platforms and marketplaces|0
1333|Zumur|700000.0|E-Commerce|700000|operating|USA|New York|1|2010.0|online platforms and marketplaces|0
1334|abcdexperts|147000.0|Social Media|147000|operating|CRI|San José|1|2010.0|online platforms and marketplaces|0
1335|addwish|1800000.0|Online Shopping|1800000|operating|DNK|Copenhagen|1|2013.0|online platforms and marketplaces|0
1336|algrano|40000.0|E-Commerce|40000|operating|||1|2014.0|online platforms and marketplaces|0
1337|appCREAR|100.0|E-Commerce|100|operating|||1|2014.0|online platforms and marketplaces|0
1338|awesomize.me|50000.0|Social Media|50000|operating|USA|Washington|1|2010.0|online platforms and marketplaces|0
1339|baixing.com|2000000.0|Classifieds|56000000|operating|||4|2005.0|online platforms and marketplaces|1
1340|basico.com|500000.0|E-Commerce|500000|operating|BRA|São Paulo|1|2012.0|online platforms and marketplaces|1
1341|bewarket|100000.0|E-Commerce|100000|operating|PRT|Lisbon|1|2012.0|online platforms and marketplaces|0
1342|bideo.com|350000.0|Content|500000|operating|USA|New Orleans|2|2010.0|online platforms and marketplaces|1
1343|blabfeed|100000.0|Media|100000|operating|USA|Omaha|1|2012.0|online platforms and marketplaces|0
1344|bodaplanes|50000.0|E-Commerce|50000|operating|||1|2010.0|online platforms and marketplaces|0
1345|boosk|10000.0|E-Commerce|10000|operating|BRA|São Paulo|1|2012.0|online platforms and marketplaces|0
1346|britebill|532600.0|Messaging|3697600|operating|IRL|Dublin|3|2010.0|online platforms and marketplaces|0
1347|cartmi|32165.0|E-Commerce|32165|operating|DEU|Berlin|1|2013.0|online platforms and marketplaces|0
1348|cloudswave|500000.0|E-Commerce|500000|operating|USA|Wilmington|1|2012.0|online platforms and marketplaces|0
1349|comment.com|300000.0|Opinions|300000|operating|||1|2008.0|online platforms and marketplaces|1
1350|creditmontoring.com|1000000.0|Finance|1000000|operating|USA|Scottsdale|1|2011.0|online platforms and marketplaces|1
1351|cycleWood Solutions|550000.0|E-Commerce|2000000|operating|USA|Dallas|2|2010.0|online platforms and marketplaces|0
1352|dxcare.com|250000.0|Health Care|250000|closed|USA|Chicago|1|2012.0|online platforms and marketplaces|1
1353|eLibs.com|100000.0|Entertainment|100000|operating|USA|Pompano Beach|1|2000.0|online platforms and marketplaces|1
1354|eMazeMe|225000.0|Social Commerce|225000|operating|USA|Chicago|1|2011.0|online platforms and marketplaces|0
1355|"ePaisa - Payments Anytime | Anywhere"|150000.0|Mobile Commerce|1650000|operating|USA|Palo Alto|2|2012.0|online platforms and marketplaces|0
1356|ePantry|1400000.0|E-Commerce|1400000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
1357|eTask.it|200000.0|Software|2700000|operating|GBR|Farnborough|3|2007.0|online platforms and marketplaces|0
1358|ebindle|400000.0|Product Search|400000|operating|USA|New York|2|2012.0|online platforms and marketplaces|0
1359|ebookpie|50000.0|E-Commerce|50000|operating|USA|Broomfield|1|2007.0|online platforms and marketplaces|0
1360|edenes|51756.0|Social Media|51756|operating|ESP|Barcelona|1|2012.0|online platforms and marketplaces|0
1361|eeden|200000.0|Social Media|200000|closed|||1|2010.0|online platforms and marketplaces|0
1362|emoteShare|15000.0|Social Media Platforms|15000|operating|||2|2012.0|online platforms and marketplaces|0
1363|ev-social|40000.0|Social Media Management|40000|operating|CHL|Santiago|1|2011.0|online platforms and marketplaces|0
1364|exurbe cosmetics|200000.0|E-Commerce|200000|operating|CHE|Zürich|1|2013.0|online platforms and marketplaces|0
1365|farmaciamarket|778432.0|E-Commerce|778432|operating|||1|2012.0|online platforms and marketplaces|0
1366|fastDove|130000.0|Messaging|130000|operating|ESP|Barcelona|1|2009.0|online platforms and marketplaces|0
1367|gdgt|550000.0|Blogging Platforms|3715000|acquired|USA|San Francisco|2|2009.0|online platforms and marketplaces|0
1368|gocarshare.com|52792.0|Curated Web|132940|operating|||2|2009.0|online platforms and marketplaces|1
1369|gopogo|3000000.0|Social Commerce|3000000|closed|USA|New York|1|2009.0|online platforms and marketplaces|0
1370|griddig|400000.0|Marketplaces|400000|operating|USA|San Francisco|1|2014.0|online platforms and marketplaces|0
1371|homedeco2u|30000.0|Marketplaces|30000|operating|||1|2011.0|online platforms and marketplaces|0
1372|hoozin|720000.0|Messaging|720000|operating|ISR|Yoqne`am `illit|1|2011.0|online platforms and marketplaces|0
1373|hopscout|1300000.0|E-Commerce|1300000|closed|USA|San Francisco|1|2011.0|online platforms and marketplaces|0
1374|hotelsmap.com|5000.0|Travel|5000|closed|ARE|Dubai|1|2010.0|online platforms and marketplaces|1
1375|hyaqu|500000.0|E-Commerce|500000|closed|USA|Lake Oswego|1|2011.0|online platforms and marketplaces|0
1376|i'mma|125000.0|E-Commerce|125000|closed|IND|Mumbai|1|2013.0|online platforms and marketplaces|0
1377|iChange|300000.0|Messaging|2330500|acquired|USA|Pasadena|4|2008.0|online platforms and marketplaces|0
1378|iCoolhunt|652650.0|Crowdsourcing|652650|operating|||2|2010.0|online platforms and marketplaces|0
1379|iFLYER|87168.0|Media|87168||JPN|Tokyo|1|2006.0|online platforms and marketplaces|0
1380|iFrat Wars|10000.0|Social Media|10000|operating|||1|2007.0|online platforms and marketplaces|0
1381|iGroup Network|940000.0|Messaging|2240000|closed|USA|Redwood City|2|2006.0|online platforms and marketplaces|0
1382|iLogon|50000.0|Portals|50000|operating|||1|2008.0|online platforms and marketplaces|0
1383|iMall.eu|470000.0|E-Commerce|470000|operating|GBR|London|1|2012.0|online platforms and marketplaces|0
1384|iQuantifi.com|500000.0|Technology|2600000|operating|USA|Franklin|3|2011.0|online platforms and marketplaces|1
1385|iTwixie|25000.0|Social Media|25000|operating|USA|Pittsburgh|1|2008.0|online platforms and marketplaces|0
1386|ibabybox|25000.0|Social Media|25000|closed|USA|Palo Alto|1|2013.0|online platforms and marketplaces|0
1387|idio|250000.0|Social Media|2600000|operating|GBR|London|2|2006.0|online platforms and marketplaces|0
1388|iloho|150000.0|Messaging|150000|operating|HKG|Hong Kong|1|2007.0|online platforms and marketplaces|0
1389|invino|150000.0|Flash Sales|3150000|operating|USA|San Francisco|5|2009.0|online platforms and marketplaces|0
1390|ipatter.com|430752.0|Curated Web|811268|operating|GBR|Norwich|2|2009.0|online platforms and marketplaces|1
1391|itembase|3250000.0|E-Commerce|3250000|operating|USA|San Francisco|2|2011.0|online platforms and marketplaces|0
1392|ithinksport|16221.0|Social Media|16221|operating|GBR|Cardiff|1|2010.0|online platforms and marketplaces|0
1393|jigl|180000.0|Messaging|180000|operating|PAN|Panama City|1|2011.0|online platforms and marketplaces|0
1394|jobandtalent|735480.0|Social Media|18731330|operating|ESP|Hondón De Los Frailes|4|2009.0|online platforms and marketplaces|0
1395|kooldiner|120759.0|Social Media|406939|operating|||2|2011.0|online platforms and marketplaces|0
1396|kozaza.com|500000.0|Local Based Services|500000|operating|KOR|Seoul|1|2012.0|online platforms and marketplaces|1
1397|lancers Inc|2900000.0|Crowdsourcing|11350000|operating|JPN|Tokyo|2|2008.0|online platforms and marketplaces|0
1398|larala.com|780000.0|Music|780000|operating|ARG|Buenos Aires|1|2010.0|online platforms and marketplaces|1
1399|letsmote.com|80000.0|Social Media|80000|operating|IND|Mumbai|1|2013.0|online platforms and marketplaces|1
1400|lettrs|10000.0|Social Network Media|1760000|operating|USA|Brooklyn|4|2012.0|online platforms and marketplaces|0
1401|listedplaces|20000.0|Online Rental|20000|closed|USA|Brooklyn|1|2011.0|online platforms and marketplaces|0
1402|localstay.com|2500.0|Travel|2500|operating|NLD|Amsterdam|1|2013.0|online platforms and marketplaces|1
1403|lovemeshare.me|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2012.0|online platforms and marketplaces|0
1404|magnetic.io|95685.0|Mobile Commerce|95685|operating|||1|2014.0|online platforms and marketplaces|0
1405|meevl|15000.0|Social Media|15000|operating|USA|Nashville|1|2011.0|online platforms and marketplaces|0
1406|mobiliThink|30290.0|E-Commerce|30290|operating|CAN|Ottawa|1|2010.0|online platforms and marketplaces|0
1407|myNoticePeriod.com|5453.0|Recruiting|5453|operating|IND|Bangalore|1|2013.0|online platforms and marketplaces|1
1408|myPizza.com|50000.0|Restaurants|50000|operating|USA|Mountain View|1|2009.0|online platforms and marketplaces|1
1409|myShavingClub.com|250000.0|E-Commerce|250000|operating|USA|Addison|1|2012.0|online platforms and marketplaces|1
1410|myTAG.com|100000.0|E-Commerce|100000|operating|USA|San Jose|1|2011.0|online platforms and marketplaces|1
1411|myTurn|17000.0|E-Commerce|17000|operating|USA|Berkeley|1|2013.0|online platforms and marketplaces|0
1412|mydoodle.com|150000.0|E-Commerce|150000|operating|GBR|Peterborough|1|2012.0|online platforms and marketplaces|1
1413|mymission2|292384.0|Social Media|292384|closed|GBR|London|2|2008.0|online platforms and marketplaces|0
1414|myseekit|10000.0|Marketplaces|10000|operating|MYS|Petaling Jaya|1|2011.0|online platforms and marketplaces|0
1415|nediyor.com|134649.0|Curated Web|134649|operating|TUR|Istanbul|1|2012.0|online platforms and marketplaces|1
1416|oBaz|1500000.0|E-Commerce|1500000||USA|Chicago|1|2011.0|online platforms and marketplaces|0
1417|oLyfe|150000.0|Social Search|150000|operating|USA|San Francisco|1|2010.0|online platforms and marketplaces|0
1418|openPeople|242880.0|Social Media|242880|closed|DEU|Hanover|1|2006.0|online platforms and marketplaces|0
1419|opendorse|300000.0|Marketplaces|300000|operating|USA|Lincoln|1|2012.0|online platforms and marketplaces|0
1420|oroeco|40000.0|Social Media|60000|operating|USA|San Francisco|2|2011.0|online platforms and marketplaces|0
1421|produkte24.com|50000.0|SaaS|50000|operating|CHE|Herisau|1|2006.0|online platforms and marketplaces|1
1422|reQwip|50000.0|Mobile Commerce|150500|operating|USA|Austin|4|2012.0|online platforms and marketplaces|0
1423|real trends|35000.0|E-Commerce|35000|operating|ARG|Buenos Aires|1|2014.0|online platforms and marketplaces|0
1424|realSociable|350000.0|Social Media|350000|operating|CAN|Toronto|1|2011.0|online platforms and marketplaces|0
1425|retickr|50000.0|Social Media|1550000|closed|USA|Chattanooga|2|2011.0|online platforms and marketplaces|0
1426|rubberit|25000.0|E-Commerce|25000|operating|MEX|Mexico City|1|2012.0|online platforms and marketplaces|0
1427|sageCrowd|850000.0|Social Media|850000|operating|||1|2012.0|online platforms and marketplaces|0
1428|sfilatino|100000.0|E-Commerce|100000|operating|ITA|Milan|1|2012.0|online platforms and marketplaces|0
1429|shopa|1400000.0|Social Media|1400000|operating|GBR|London|2|2012.0|online platforms and marketplaces|0
1430|sunne.ws|100000.0|Media|100000|operating|USA|Haddonfield|1|2011.0|online platforms and marketplaces|0
1431|swabr.com|200000.0|MicroBlogging|200000|operating|DEU|Berlin|1|2010.0|online platforms and marketplaces|1
1432|tagUin|286760.0|E-Commerce|286760|operating|||1|2009.0|online platforms and marketplaces|0
1433|theeventwall|50000.0|Marketplaces|50000|operating|GBR|Dorking|1|2010.0|online platforms and marketplaces|0
1434|thephotocloser.com|200000.0|Internet Marketing|400000|operating|USA|New York|2|2012.0|online platforms and marketplaces|1
1435|tradeNOW|327352.0|Marketplaces|327352|operating|||1|2013.0|online platforms and marketplaces|0
1436|trueAnthem|2605104.0|Social Media Platforms|2605104|operating|USA|San Francisco|1|2008.0|online platforms and marketplaces|0
1437|uGift|100000.0|E-Commerce|130000|operating|UKR|Kiev|2|2011.0|online platforms and marketplaces|0
1438|unamia|1200000.0|E-Commerce|1200000|operating|IND|Bangalore|1|2012.0|online platforms and marketplaces|0
1439|upurskill|40000.0|E-Commerce|40000|operating|USA|San Diego|1|2013.0|online platforms and marketplaces|0
1440|weeSpring|200000.0|Social Media|700000|operating|USA|New York|2|2012.0|online platforms and marketplaces|0
1441|whoplusyou|200000.0|Social Media|813366|operating|CAN|Toronto|3|2008.0|online platforms and marketplaces|0
1442|wishkicker|500000.0|Social Buying|500000|operating|GBR|London|1|2013.0|online platforms and marketplaces|0
1443|wmbly|20000.0|Social Media|20000|operating|USA|San Francisco|1|2010.0|online platforms and marketplaces|0
1444|xzoops|950000.0|Social Media|950000|operating|USA|Mountain View|1|2011.0|online platforms and marketplaces|0
1445|yWorld|1000000.0|Messaging|1000000|operating|CAN|Surrey|1|2012.0|online platforms and marketplaces|0
1446|yocomobien.es|261745.0|E-Commerce|813646|operating|ESP|Valencia|2|2011.0|online platforms and marketplaces|0
1447|youblisher.com|150000.0|SaaS|150000|operating|CHE|Herisau|1|2008.0|online platforms and marketplaces|1
1448|zwoor.com|100000.0|Polling|100000|operating|||1|2010.0|online platforms and marketplaces|1
