|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|hasDotCom
743|Ocho|1650000.0|Social Network Media|1650000|operating|USA|New York|1|2012.0|online platforms and marketplaces|0
744|Oddsfutures.com|288120.0|Finance|541296|operating|IRL|Dublin|2|2011.0|online platforms and marketplaces|1
745|Offerial|118956.0|Online Reservations|118956|operating|GRC|Athens|1|2012.0|online platforms and marketplaces|0
746|Ogone|500000.0|E-Commerce|500000|acquired|BEL|Brussels|2|1996.0|online platforms and marketplaces|0
747|Ogorod|400000.0|Social Media|1400000|closed|RUS|Moscow|2|2009.0|online platforms and marketplaces|0
748|Oh My Glasses|520000.0|E-Commerce|13670000|operating|JPN|Tokyo|3|2011.0|online platforms and marketplaces|0
749|Ohoola Inc.|350000.0|Social Media|350000|operating|CAN|Quebec|1|2013.0|online platforms and marketplaces|0
750|Oktopost|800000.0|Social Media|800000|operating|ISR||1|2013.0|online platforms and marketplaces|0
751|OmbuShop, Tu Tienda Online|40000.0|E-Commerce|40000|operating|||2|2011.0|online platforms and marketplaces|0
752|Omise|300000.0|Marketplaces|300000|operating|THA|Bangkok|1|2013.0|online platforms and marketplaces|0
753|Ommven|120000.0|E-Commerce|120000|closed|GBR|Windsor|1|2010.0|online platforms and marketplaces|0
754|One Exchange Street|1000000.0|E-Commerce Platforms|1000000|operating|USA|Chicago Ridge|2|2011.0|online platforms and marketplaces|0
755|OneGoodLove.com|900000.0|Curated Web|900000|operating|USA|West Hollywood|1|2011.0|online platforms and marketplaces|1
756|OneRoomRate.com|1000000.0|Curated Web|4000000|closed|USA|Metuchen|2|2007.0|online platforms and marketplaces|1
757|Open Garden|2000000.0|Peer-to-Peer|2000000|operating|USA|San Francisco|1|2011.0|online platforms and marketplaces|0
758|Open Source Food|10000.0|SNS|10000|acquired|JPN|Tokyo|1|2007.0|online platforms and marketplaces|0
759|OpenChime|700000.0|Local Search|700000|closed|USA|Chicago|1|2010.0|online platforms and marketplaces|0
760|OpenSesame|2000000.0|E-Commerce|10000000|operating|USA|Portland|2|2011.0|online platforms and marketplaces|0
761|Oppa|2360000.0|E-Commerce|15360000|operating|BRA|São Paulo|2|2011.0|online platforms and marketplaces|0
762|OrderMyGear|550000.0|E-Commerce|550000|operating|USA|Dallas|1|2008.0|online platforms and marketplaces|0
763|OrderingOnlineSystem.com|200000.0|E-Commerce|200000|operating|DEU|Hamburg|1|2011.0|online platforms and marketplaces|1
764|Ordoro|2800000.0|E-Commerce|4000000|operating|USA|Austin|3|2010.0|online platforms and marketplaces|0
765|Organic Church Today|30000.0|Social Media|30000|operating|GBR||1|2009.0|online platforms and marketplaces|0
766|Oriental-Creations|90000.0|E-Commerce|90000|operating|UZB|Tashkent|1|2006.0|online platforms and marketplaces|0
767|Origami Inc.|400000.0|E-Commerce|5400000|operating|JPN|Tokyo|2|2012.0|online platforms and marketplaces|0
768|Origo.by|51464.0|Opinions|51464|operating|ESP|Madrid|2|2012.0|online platforms and marketplaces|0
769|OwnersAbroad.org|40000.0|Online Rental|40000|operating|GBR||1|2007.0|online platforms and marketplaces|0
770|Ozura World|500000.0|Mobile Social|53000000|operating|HKG|Hong Kong|5|2004.0|online platforms and marketplaces|0
771|PT Harapan Inti Selaras|100000.0|E-Commerce|100000|operating|IDN|Jakarta|1|2011.0|online platforms and marketplaces|0
772|PVPower|15000.0|E-Commerce|1009000|operating|USA|Chicago|2|2009.0|online platforms and marketplaces|0
773|Pacific Shore Holdings|5000.0|E-Commerce|1956597|operating|USA|Chatsworth|6|2008.0|online platforms and marketplaces|0
774|PadMatcher|76937.0|Online Rental|76937|operating|USA|Boston|1|2012.0|online platforms and marketplaces|0
775|Pagevamp|20000.0|Social Media|20000|operating|USA|New York|1|2013.0|online platforms and marketplaces|0
776|Paintzen|1805000.0|Marketplaces|2025000|operating|USA|New York|2|2013.0|online platforms and marketplaces|0
777|Panjo|1600000.0|E-Commerce|1872500|operating|USA|Santa Monica|4|2013.0|online platforms and marketplaces|0
778|Paperhater.com|40000.0|Business Services|40000|operating|CAN|Edmonton|1|2010.0|online platforms and marketplaces|1
779|Parents Journey|40000.0|Social Media|40000|operating|||1|2013.0|online platforms and marketplaces|0
780|Park.com|250000.0|Mobile|250000|operating|USA|Bellevue|1|2009.0|online platforms and marketplaces|1
781|Parko|1100000.0|Crowdsourcing|1100000|operating|ISR|Tel Aviv|1|2011.0|online platforms and marketplaces|0
782|Partigi|132750.0|Social Media|132750|operating|ESP|Madrid|1|2009.0|online platforms and marketplaces|0
783|Partly|3345.0|Comparison Shopping|3345|operating|GBR|London|1|2014.0|online platforms and marketplaces|0
784|Partly Marketplace|7000.0|E-Commerce|7000|operating|USA|Camarillo|2|2013.0|online platforms and marketplaces|0
785|Patch of Land|1200000.0|Crowdfunding|1325000|operating|USA|Los Angeles|2|2013.0|online platforms and marketplaces|0
786|Paxer|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2012.0|online platforms and marketplaces|0
787|PayAllies|40000.0|E-Commerce|40000|operating|HKG|Wan Chai|1|2012.0|online platforms and marketplaces|0
788|Payoneer|2000000.0|E-Commerce|40000000|operating|USA|New York|6|2005.0|online platforms and marketplaces|0
789|Paytopia|15000.0|E-Commerce|15000|operating|USA|Memphis|1|2012.0|online platforms and marketplaces|0
790|Pcsso|10000.0|E-Commerce|10000|operating|||1|2013.0|online platforms and marketplaces|0
791|PedidosYa / PedidosJá|500000.0|Marketplaces|7500000|acquired|||4|2009.0|online platforms and marketplaces|0
792|Peer.im|28000.0|Messaging|28000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
793|PeerSpace|1500000.0|Peer-to-Peer|2300000|operating|USA|San Francisco|2|2013.0|online platforms and marketplaces|0
794|People to Remember|25000.0|E-Commerce|25000|closed|USA|Salt Lake City|1|2010.0|online platforms and marketplaces|0
795|PerfectHitch|40000.0|E-Commerce|40000|operating|USA|San Francisco|1|2011.0|online platforms and marketplaces|0
796|PerfectPost|350000.0|E-Commerce|350000|operating|USA|Atlanta|1|2011.0|online platforms and marketplaces|0
797|Perpetu|55500.0|Social Media|55500|operating|HKG|Hong Kong|1|2012.0|online platforms and marketplaces|0
798|Personaling|95389.0|E-Commerce|95389|operating|||1|2012.0|online platforms and marketplaces|0
799|PetBox|1925000.0|E-Commerce|1925000|operating|USA|San Diego|1|2013.0|online platforms and marketplaces|0
800|Petizens.com|250000.0|Social Media|250000|closed|||1|2007.0|online platforms and marketplaces|1
801|Petsy|1000000.0|E-Commerce|1000000|operating|MEX|Mexico City|1|2013.0|online platforms and marketplaces|0
802|Piano Media|393270.0|Media|3015647|operating|AUT|Vienna|4|2010.0|online platforms and marketplaces|0
803|PicLyf|10000.0|Blogging Platforms|41000|operating|PHL|Davao City|3|2009.0|online platforms and marketplaces|0
804|PicRate.Me|1000.0|Social Media|15400|operating|NGA|Lagos|6|2010.0|online platforms and marketplaces|0
805|PicassoMio.com|105000.0|Marketplaces|105000|operating|USA|Boca Raton|1|2000.0|online platforms and marketplaces|1
806|PicketReport.com|130000.0|Technology|130000|operating|USA|Detroit|1|2011.0|online platforms and marketplaces|1
807|Picomize|12000.0|Crowdsourcing|12000|closed|USA|Oceanside|1|2011.0|online platforms and marketplaces|0
808|Pict|1400000.0|E-Commerce|1400000|acquired|USA|San Francisco|2|2012.0|online platforms and marketplaces|0
809|Piehole|40000.0|E-Commerce|40000|operating|IRL|Dublin|1|2006.0|online platforms and marketplaces|0
810|Piethis.com|800000.0|Apps|800000|operating|SGP|Singapore|1|2013.0|online platforms and marketplaces|1
811|Piggybackr|325000.0|Peer-to-Peer|325000|operating|USA|San Francisco|1|2011.0|online platforms and marketplaces|0
812|Piki|20000.0|Crowdsourcing|20000|closed|MEX|Monterrey|1|2010.0|online platforms and marketplaces|0
813|Pin digital|800000.0|E-Commerce|800000|operating|GBR|Tamworth|1|2003.0|online platforms and marketplaces|0
814|Pinevio|22664.0|Social Media|22664|closed|||1|2011.0|online platforms and marketplaces|0
815|Pingpigeon|40000.0|Social Media|40000|operating|||1|2010.0|online platforms and marketplaces|0
816|PiniOn|150000.0|Crowdsourcing|1000000|operating|BRA|São Paulo|3|2012.0|online platforms and marketplaces|0
817|Pinxter Inc.|150000.0|Social Media|425000|operating|USA|Alexandria|3|2013.0|online platforms and marketplaces|0
818|Pivto|90000.0|Social Media|90000|operating|CHL|Santiago|1|2013.0|online platforms and marketplaces|0
819|Pixc|46599.0|E-Commerce|46599|operating|||1|2013.0|online platforms and marketplaces|0
820|Pixta|700000.0|E-Commerce|700000|operating|JPN|Tokyo|1|2005.0|online platforms and marketplaces|0
821|PlaceSpeak|450450.0|Social Media|450450|operating|CAN|Vancouver|1|2010.0|online platforms and marketplaces|0
822|PlanZap|10000.0|Online Reservations|10000|operating|USA|Philadelphia|1|2011.0|online platforms and marketplaces|0
823|Planandoo|50000.0|Social Network Media|50000|closed|ARG|Buenos Aires|1|2012.0|online platforms and marketplaces|0
824|Planet8|88109.0|E-Commerce|88109|operating|KOR|Seoul|1|2012.0|online platforms and marketplaces|0
825|Plango|500000.0|Social Media|500000|operating|FIN|Helsinki|1|2010.0|online platforms and marketplaces|0
826|Plated|1400000.0|Social Media Platforms|21400000|operating|USA|New York|4|2012.0|online platforms and marketplaces|0
827|PlayFitness|49500.0|Social Media|49500|operating|USA|Staten Island|1|2012.0|online platforms and marketplaces|0
828|PlayerPro|110000.0|Social Network Media|110000|operating|GBR||1|2012.0|online platforms and marketplaces|0
829|PlayyOn|50000.0|Social Media|255000|operating|USA|Menlo Park|2|2013.0|online platforms and marketplaces|0
830|Plexisoft|80000.0|E-Commerce|80000|operating|USA|Kenansville|1|2011.0|online platforms and marketplaces|0
831|Pllop.it|40000.0|Design|40000|operating|SVN|Ljubljana|1|2012.0|online platforms and marketplaces|0
832|Ploonge|371370.0|Social Media|743180|operating|ITA|Milan|2|2012.0|online platforms and marketplaces|0
833|Plug.dj|1250000.0|Social Media|1250000|operating|USA|Los Angeles|1|2012.0|online platforms and marketplaces|0
834|Plyce|400200.0|Social Network Media|3152015|operating|FRA|Paris|3|2010.0|online platforms and marketplaces|0
835|Pocket Social|248988.0|Social Media Management|248988|operating|GBR|London|1|2014.0|online platforms and marketplaces|0
836|Pockets United|96285.0|Social Media|161160|operating|DEU|Munich|2|2011.0|online platforms and marketplaces|0
837|PolicyGenius|750000.0|Marketplaces|750000|operating|USA|Brooklyn|1|2013.0|online platforms and marketplaces|0
838|Political Matchmakers|75000.0|Social Media|75000|operating|USA|Irvine|1|2012.0|online platforms and marketplaces|0
839|Pollen - Social Platform|1000000.0|Social Media|1000000|operating|GBR|London|2|2013.0|online platforms and marketplaces|0
840|PolySuite|20000.0|Social Bookmarking|20000|operating|USA|New York|1|2011.0|online platforms and marketplaces|0
841|PopUpsters|20000.0|Marketplaces|20000|operating|||1|2013.0|online platforms and marketplaces|0
842|Posh Eyes|3620.0|E-Commerce|3620|operating|GBR|Oxford|1|2002.0|online platforms and marketplaces|0
843|Postachio|200000.0|Blogging Platforms|200000|operating|CAN|Nanaimo|1|2013.0|online platforms and marketplaces|0
844|Postcard & Tag|68000.0|Social Network Media|68000|operating|||1|2012.0|online platforms and marketplaces|0
845|PostedIn|40000.0|Social Media|40000|operating|||1|2012.0|online platforms and marketplaces|0
846|Posterous|15000.0|Blogging Platforms|10140000|acquired|USA|San Francisco|4|2008.0|online platforms and marketplaces|0
847|Postmates|60000.0|E-Commerce|23010000|operating|USA|San Francisco|5|2012.0|online platforms and marketplaces|0
848|Pouring Pounds|750000.0|E-Commerce|750000|operating|GBR|London|1|2011.0|online platforms and marketplaces|0
849|Powderhook|650000.0|Marketplaces|650000|operating|USA|Lincoln|1|2013.0|online platforms and marketplaces|0
850|Praccel|40000.0|E-Commerce|40000|operating|USA|Cleveland|1|2011.0|online platforms and marketplaces|0
851|PredictSpring|850000.0|Mobile Commerce|850000|operating|USA|Los Altos|1|2013.0|online platforms and marketplaces|0
852|Prefundia|20000.0|Crowdfunding|20000|operating|USA|Provo|1|2011.0|online platforms and marketplaces|0
853|PresseTrends.com|150000.0|Media|150000|operating|||1|2009.0|online platforms and marketplaces|1
854|Price Squid|250000.0|E-Commerce|250000|operating|GBR|London|1|2010.0|online platforms and marketplaces|0
855|PriceSpot|100000.0|E-Commerce|100000|operating|USA|Las Vegas|1|2012.0|online platforms and marketplaces|0
856|Pricebook Co., Ltd.|150000.0|E-Commerce|150000|operating|||1|2013.0|online platforms and marketplaces|0
857|Pricing Assistant|675866.0|E-Commerce|675866|operating|FRA|Paris|1|2012.0|online platforms and marketplaces|0
858|Prism Digital|100000.0|Social Recruiting|100000|operating|GBR|London|1|2012.0|online platforms and marketplaces|0
859|Prixing|534480.0|E-Commerce|534480|operating|FRA|Paris|1|2011.0|online platforms and marketplaces|0
860|Pro 3 Games|259989.0|Social Media|259989|closed|AUT|Linz|1|2010.0|online platforms and marketplaces|0
861|Pro.com|3500000.0|Home & Garden|17500000|operating|USA|Seattle|2|2013.0|online platforms and marketplaces|1
862|Problemcity.com|10000.0|Curated Web|10000|closed|CAN|Toronto|1|2011.0|online platforms and marketplaces|1
863|Profitero|63575.0|E-Commerce|9043375|operating|IRL|Dún Laoghaire|3|2010.0|online platforms and marketplaces|0
864|Profoundis Labs|40000.0|Social Media|40000|operating|IND|Kochi|1|2012.0|online platforms and marketplaces|0
865|ProgrammerMeetDesigner.com|500000.0|Entrepreneur|500000|operating|USA|Los Angeles|1|2006.0|online platforms and marketplaces|1
866|PromoFarma.com|2044050.0|Marketplaces|5923950|operating|ESP|Barcelona|3|2010.0|online platforms and marketplaces|1
867|Propers|25000.0|Social Media|25000|operating|USA|Detroit|1|2013.0|online platforms and marketplaces|0
868|Prosodic|1400000.0|Social Media Management|1400000|operating|USA|Seattle|1|2011.0|online platforms and marketplaces|0
869|ProtoExchange|118000.0|Marketplaces|133000|operating|USA|Austin|2|2012.0|online platforms and marketplaces|0
870|Provenance|65482.0|E-Commerce|65482||GBR|London|1|2013.0|online platforms and marketplaces|0
871|PulseSocks|40000.0|E-Commerce|40000|operating|USA|Chicago|1|2011.0|online platforms and marketplaces|0
872|Punch!|2200000.0|Media|2200000|operating|USA|New York|1|2011.0|online platforms and marketplaces|0
873|Purchasing Platform|565000.0|E-Commerce|1690000|operating|USA|Chicago|2|2012.0|online platforms and marketplaces|0
874|Purer Skin|464000.0|E-Commerce|464000|operating|SGP|Singapore|1|2013.0|online platforms and marketplaces|0
875|QBuy|679529.0|Mobile Commerce|679529|operating|DNK|Copenhagen|1|2012.0|online platforms and marketplaces|0
876|Qalendra|80000.0|Marketplaces|80000|operating|USA|Los Angeles|1|2013.0|online platforms and marketplaces|0
877|Qapa|2414850.0|Marketplaces|2414850|operating|FRA|Paris|1|2011.0|online platforms and marketplaces|0
878|Quack|20000.0|Messaging|20000|operating|USA|Cincinnati|1|2014.0|online platforms and marketplaces|0
879|Quandoo|2000000.0|Online Reservations|39500000|operating|DEU|Berlin|5|2012.0|online platforms and marketplaces|0
880|Quarterly|2000000.0|E-Commerce|7904280|operating|USA|West Hollywood|3|2011.0|online platforms and marketplaces|0
881|QuotaDeck|400000.0|Crowdsourcing|400000|operating|USA|Salt Lake City|1|2014.0|online platforms and marketplaces|0
882|Quotte|545000.0|Social Media|545000|operating|USA|Miami|1|2013.0|online platforms and marketplaces|0
883|Qustreet|18357.0|E-Commerce|45418|operating|KOR|Seoul|2|2013.0|online platforms and marketplaces|0
884|RAREFORM|150000.0|E-Commerce|150000|operating|USA|Santa Monica|1|2012.0|online platforms and marketplaces|0
885|REMOTV|450000.0|Social Media|2700000|closed|USA|New Haven|3|2007.0|online platforms and marketplaces|0
886|REVENUE.com|1200000.0|Advertising|1759797|operating|USA|Santa Monica|2|2010.0|online platforms and marketplaces|1
887|Radario|250000.0|E-Commerce|1450000|operating|USA|Lewes|2|2012.0|online platforms and marketplaces|0
888|RallyPoint|550000.0|Social Media|6950000|operating|USA|Watertown|4|2012.0|online platforms and marketplaces|0
889|Rallyhood|500000.0|Social Media|3500000|operating|USA|Austin|3|2010.0|online platforms and marketplaces|0
890|Rarelook|35000.0|E-Commerce|35000|operating|||1|2012.0|online platforms and marketplaces|0
891|Reachable|1200000.0|Social Business|17550668|operating|USA|Palo Alto|5|2007.0|online platforms and marketplaces|0
892|RecentPoker.com|450000.0|Games|450000|operating|||1|2004.0|online platforms and marketplaces|1
893|Reclog|31774.0|Social Media|31774|operating|||1|2013.0|online platforms and marketplaces|0
894|RecoVend|50000.0|E-Commerce|50000|operating|||1|2011.0|online platforms and marketplaces|0
895|Recorrido|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2013.0|online platforms and marketplaces|0
896|Red Guru|25000.0|Social Media|25000|operating|||1|2012.0|online platforms and marketplaces|0
897|Red Tricycle|2300000.0|Mobile Commerce|4943000|operating|USA|Sausalito|3|2010.0|online platforms and marketplaces|0
898|Red's All natural|1500001.0|E-Commerce|1746001|operating|USA|Fairfield|2|2007.0|online platforms and marketplaces|0
899|Redeemr|90000.0|Social Media|250000|closed|USA|San Francisco|3|2011.0|online platforms and marketplaces|0
900|Referly|1000000.0|Social Network Media|1300000|operating|USA|San Francisco|2|2012.0|online platforms and marketplaces|0
901|RefferedAgent.com|275000.0|Real Estate|275000|closed|USA|Lucerne Valley|1|2002.0|online platforms and marketplaces|1
902|Regaalo|125000.0|E-Commerce|125000|operating|USA|Portsmouth|1|2011.0|online platforms and marketplaces|0
903|RegalBox|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2010.0|online platforms and marketplaces|0
904|Relay Foods|3100000.0|E-Commerce|14308892|operating|USA|Charlottesville|4|2007.0|online platforms and marketplaces|0
905|Rentalroost.com|250000.0|Big Data|250000|operating|USA|Pleasanton|1|2012.0|online platforms and marketplaces|1
906|Renthackr|40000.0|Marketplaces|40000|operating|USA|New York|1|2011.0|online platforms and marketplaces|0
907|Reppify|250000.0|Social Media|250000|operating|USA|San Francisco|1|2009.0|online platforms and marketplaces|0
908|Resale Therapy|35000.0|E-Commerce Platforms|260000|operating|USA|Seattle|2|2014.0|online platforms and marketplaces|0
909|Respectance|250000.0|Social Media|1750000|operating|USA|San Mateo|2|2006.0|online platforms and marketplaces|0
910|RetailerSaver.com|218845.0|E-Commerce|561967|operating|||2|2012.0|online platforms and marketplaces|1
911|Reverb.com|500000.0|Marketplaces|2800000|operating|USA|Chicago|2|2012.0|online platforms and marketplaces|1
912|ReviewPro|270000.0|Social Media Management|6679800|operating|ESP|Barcelona|4|2008.0|online platforms and marketplaces|0
913|ReviewZAP|60000.0|E-Commerce|60000|operating|||1|2013.0|online platforms and marketplaces|0
914|Revuze|550000.0|E-Commerce|550000|operating|ISR|Caesarea|1|2013.0|online platforms and marketplaces|0
915|Rewarding Return|50000.0|E-Commerce|50000|closed|||1|2007.0|online platforms and marketplaces|0
916|RewardsPay|250000.0|E-Commerce|250000|operating|USA|Mountain View|1|2010.0|online platforms and marketplaces|0
917|Ribbon|1630000.0|Social Commerce|1750000|operating|USA|San Francisco|2|2012.0|online platforms and marketplaces|0
918|Ringleadr.com|500000.0|Curated Web|500000|operating|USA|New York|1|2010.0|online platforms and marketplaces|1
919|Rise|2300000.0|Marketplaces|2300000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
920|Riskified|1650000.0|E-Commerce|5650000|operating|ISR|Tel Aviv|2|2012.0|online platforms and marketplaces|0
921|RisparmioSuper|550000.0|E-Commerce|3516137|operating|ITA|Milan|4|2010.0|online platforms and marketplaces|0
922|Rivalroo|500000.0|Messaging|500000|operating|USA|Irving|1|2009.0|online platforms and marketplaces|0
923|Rock Content|500000.0|Media|1225000|operating|BRA|Belo Horizonte|4|2013.0|online platforms and marketplaces|0
924|Roomster|5000.0|Online Rental|5000|operating|USA|New York|1|2003.0|online platforms and marketplaces|0
925|Roposo|1000000.0|E-Commerce|1000000|operating|IND|Gurgaon|1|2012.0|online platforms and marketplaces|0
926|Royal Pioneers|250000.0|E-Commerce|250000|operating|PER|Lima|1|2012.0|online platforms and marketplaces|0
927|RuffWire|100000.0|Social Media|700000|operating|USA|Brunswick|3|2005.0|online platforms and marketplaces|0
928|RumbleTalk|110000.0|Messaging|110000|operating|ISR|Rehovot|1|2012.0|online platforms and marketplaces|0
929|Rumgr|500000.0|E-Commerce|500000|acquired|USA|Las Vegas|1|2011.0|online platforms and marketplaces|0
930|Runrun.it|500000.0|Software|1500000|operating|BRA|São Paulo|2|2012.0|online platforms and marketplaces|0
931|SEOshop Group B.V.|165000.0|Online Shopping|1615000|operating|NLD|Amsterdam|3|2008.0|online platforms and marketplaces|0
932|SHARKMARX|104000.0|E-Commerce|104000|operating|USA|East Hartford|1|2013.0|online platforms and marketplaces|0
933|SKYE Associates|2500000.0|E-Commerce|2500000|operating|USA|Bethesda|1|2006.0|online platforms and marketplaces|0
934|SNAPCARD|1500000.0|Social Commerce|1560000|operating|USA|San Francisco|2|2013.0|online platforms and marketplaces|0
935|SPEEDELO|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2012.0|online platforms and marketplaces|0
936|STYLHUNT|19736.0|Online Shopping|19736|operating|||1|2014.0|online platforms and marketplaces|0
937|Saddl|19003.0|E-Commerce|19003|operating|NLD|Rotterdam|1|2013.0|online platforms and marketplaces|0
938|SafetyCulture|3000000.0|E-Commerce|5100000|operating|AUS|Townsville|2|2004.0|online platforms and marketplaces|0
939|Sailthru|1000000.0|E-Commerce|48000000|operating|USA|New York|4|2008.0|online platforms and marketplaces|0
940|Salespush.com|290000.0|SaaS|290000|closed|GBR|London|2|2008.0|online platforms and marketplaces|1
941|Sallaty For Technology|50000.0|E-Commerce|50000|operating|JOR|Amman|1|2011.0|online platforms and marketplaces|0
942|Salmon Social|125000.0|Social Media Platforms|125000|operating|USA|South San Francisco|1|2014.0|online platforms and marketplaces|0
943|Salonmeister|407902.0|Online Reservations|407902|acquired|DEU|Berlin|2|2012.0|online platforms and marketplaces|0
944|SampleOn Inc|500000.0|Social Media|500000|operating|||1|2009.0|online platforms and marketplaces|0
945|Saplo|500000.0|Opinions|690000|operating|SWE|Malmö|2|2008.0|online platforms and marketplaces|0
946|SavvySystems|130000.0|Social Media|130000|operating|||1|2013.0|online platforms and marketplaces|0
947|Say-Hey|95000.0|Messaging|95000|closed|USA|Roseville|1|2009.0|online platforms and marketplaces|0
948|Scards|150000.0|E-Commerce|150000|operating|||1|2012.0|online platforms and marketplaces|0
949|Scary Mommy|116517.0|Social Media|116517|operating|||1|2008.0|online platforms and marketplaces|0
950|Scayl|550000.0|Messaging|845000|operating|USA|Sunnyvale|3|2007.0|online platforms and marketplaces|0
951|Scholaroo|40000.0|E-Commerce|40000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
952|School Places|1874221.0|Marketplaces|1874221|operating|||2|2013.0|online platforms and marketplaces|0
953|Schoooools.com|40000.0|Education|40000|operating|PRT|Porto|1|2008.0|online platforms and marketplaces|1
954|Science Exchange|1500000.0|Marketplaces|5500000|operating|USA|Palo Alto|3|2011.0|online platforms and marketplaces|0
955|ScoopStake|100000.0|Marketplaces|100000|operating|||1|2014.0|online platforms and marketplaces|0
956|Screenie|700000.0|Social Recruiting|700000|operating|USA|Lehi|2|2013.0|online platforms and marketplaces|0
957|Scriptick|538000.0|Social Network Media|538000|operating|USA|Norwood|1|2013.0|online platforms and marketplaces|0
958|Scuttledog|125000.0|Social Media|125000|operating|GBR|London|1|2010.0|online platforms and marketplaces|0
959|SeamBLiSS|20000.0|Marketplaces|20000|operating|USA|New York|1|2012.0|online platforms and marketplaces|0
960|Seamless Receipts|250000.0|Messaging|1750000|acquired|USA|New York|2|2009.0|online platforms and marketplaces|0
961|SeatID|750000.0|Social Media|1000000|operating|||2|2011.0|online platforms and marketplaces|0
962|SecondMic|18000.0|Social Media|18000|operating|||2|2014.0|online platforms and marketplaces|0
963|SeeSaw.com|15027818.0|Advertising|31551894|acquired|||2|2007.0|online platforms and marketplaces|1
964|SeekPanda|50000.0|Marketplaces|50000|operating|CHN|Beijing|1|2014.0|online platforms and marketplaces|0
965|Selleroutlet|150000.0|E-Commerce|150000|operating|GBR|London|1|2012.0|online platforms and marketplaces|0
966|Sellplex|40000.0|E-Commerce|40000||GBR|London|1|2013.0|online platforms and marketplaces|0
967|Sellywhere|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2013.0|online platforms and marketplaces|0
968|SendMeHome.com|50000.0|Entertainment|50000|closed|USA|Santa Barbara|1|2008.0|online platforms and marketplaces|1
969|Sendmebox|128571.0|E-Commerce|328571|operating|RUS|Rostov-on-don|2|2013.0|online platforms and marketplaces|0
970|SentiOne|269870.0|Social Media Monitoring|269870|operating|POL|Gdansk|1|2011.0|online platforms and marketplaces|0
971|SetMeUp|500000.0|Social Media|500000|operating|||1|2012.0|online platforms and marketplaces|0
972|Sfletter.com|25000.0|Data Security|25000|operating|||1|2014.0|online platforms and marketplaces|1
973|Sgnam|64330.0|E-Commerce|64330|operating|ITA|Bologna|2|2012.0|online platforms and marketplaces|0
974|Share Some Style|100000.0|Marketplaces|100000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
975|Share0|50000.0|Social Media|50000|operating|JPN|Tokyo|1|2011.0|online platforms and marketplaces|0
976|ShareNotes.com|250000.0|Education|250000|operating|USA|Carlsbad|1|2008.0|online platforms and marketplaces|1
977|Shave Club|25000.0|E-Commerce|25000||||1|2013.0|online platforms and marketplaces|0
978|Shippter|40000.0|Marketplaces|40000|operating|CHL|Santiago|1|2013.0|online platforms and marketplaces|0
979|Shoes of Prey|50000.0|E-Commerce|8550000|operating|AUS|Sydney|3|2009.0|online platforms and marketplaces|0
980|ShomoLive|300000.0|E-Commerce|300000|operating|USA|Charlotte|1|2010.0|online platforms and marketplaces|0
981|ShopClues.com|250000.0|E-Commerce|16250000|operating|IND|Gurgaon|4|2011.0|online platforms and marketplaces|1
982|ShopLocket|1000000.0|E-Commerce|1000000|acquired|TUR|Çan|2|2011.0|online platforms and marketplaces|0
983|ShopLogic|250000.0|E-Commerce|250000|acquired|||1|2011.0|online platforms and marketplaces|0
984|ShopPad|500000.0|E-Commerce|500000|operating|USA|Oakland|1|2012.0|online platforms and marketplaces|0
985|ShopSpot|628000.0|Mobile Commerce|628000|operating|SGP|Singapore|2|2012.0|online platforms and marketplaces|0
986|Shopliment|24765.0|Online Shopping|24765||||1|2013.0|online platforms and marketplaces|0
987|Shopline|41250.0|Mobile Commerce|41250|operating|HKG|Hong Kong|1|2013.0|online platforms and marketplaces|0
988|Shoppilot|400000.0|E-Commerce|400000||RUS|Moscow|1|2013.0|online platforms and marketplaces|0
989|ShoppinPal|500000.0|Mobile Commerce|500000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
990|Shutl|220809.0|E-Commerce|8685807|acquired|GBR|London|6|2009.0|online platforms and marketplaces|0
991|Sian's Plan|400000.0|Online Shopping|568936|operating|GBR|London|2|2012.0|online platforms and marketplaces|0
992|Sidecar|100000.0|E-Commerce|8224203|operating|USA|Philadelphia|5|2010.0|online platforms and marketplaces|0
993|Sidecar.me|600000.0|Social Network Media|5100000|closed|USA|San Francisco|2|2010.0|online platforms and marketplaces|0
994|Sift Shopping|2000000.0|E-Commerce|2540000|operating|||2|2012.0|online platforms and marketplaces|0
995|SimplyGiving.com|947368.0|E-Commerce Platforms|2547368|operating|MYS|Kuala Lumpor|2|2010.0|online platforms and marketplaces|1
996|SimulScribe|200000.0|Messaging|5700000|closed|USA|New York|3|2003.0|online platforms and marketplaces|0
997|SitatByoot.com|27000.0|E-Commerce|27000|operating|JOR|Amman|1|2010.0|online platforms and marketplaces|1
