|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector
2191|DailyDigital|150000.0||||||||
2192|DailyLook|2500000.0|Shopping|2500000.0|operating|USA|Los Angeles|1.0|2011.0|other consumer retail
2193|DailyTicket|500000.0|Advertising|500000.0|closed|||1.0|2011.0|sales, marketing and advertising
2194|Dailyplaces GmbH|35345.0|Databases|35345.0|operating|DEU|Frankfurt|2.0|2009.0|technology
2195|Dakwak|600000.0|Local|600000.0|operating|USA|Mountain View|1.0|2010.0|other
2196|Dana Translation|5000.0|English-Speaking|5000.0|operating|||1.0|2012.0|education
2197|Dandelion|50000.0|Marketplaces|50000.0|operating|USA|California|1.0|2014.0|online platforms and marketplaces
2198|Danger Room Gaming|55000.0|Social Games|355000.0|closed|USA|Los Angeles|2.0|2009.0|events, travels, leisure and entertainment
2199|Darby Smart|1000000.0|E-Commerce|7300000.0||USA|San Francisco|2.0|2013.0|online platforms and marketplaces
2200|Dark Skull Studios|10000.0|Games|10000.0|operating|USA|Baytown|1.0|2007.0|events, travels, leisure and entertainment
2201|Darma Inc.|25000.0|Hardware + Software|65000.0|operating|||2.0|2014.0|technology
2202|Dash|1900000.0||||||||
2203|Dash Hudson|400000.0|Marketplaces|400000.0|operating|||1.0|2013.0|online platforms and marketplaces
2204|Dash Labs, Inc.|1000000.0|Mobile|1000000.0|operating|USA|New York|1.0|2012.0|consumer electronics
2205|Dashbook|200000.0|Web Development|200000.0|operating|CAN|Ottawa|1.0|2013.0|technology
2206|Dasher|1250000.0|Messaging|1250000.0|operating|USA|New York|1.0|2013.0|online platforms and marketplaces
2207|Dashride|755000.0||||||||
2208|Data Maid|32165.0|Software|32165.0|operating|BGR|Sofia|1.0|2013.0|technology
2209|DataCoup|440000.0|Analytics|440000.0|operating|USA|New York|1.0|2012.0|technology
2210|DataCrowd|20000.0|Sales and Marketing|20000.0|operating|USA|Cincinnati|1.0|2013.0|sales, marketing and advertising
2211|DataFox|1800000.0|Venture Capital|1800000.0|operating|USA|Mountain View|2.0|2013.0|financials
2212|DataLocker|400000.0|Data Security|1600000.0|operating|USA|Overland Park|2.0|2007.0|technology
2213|DataOceans|1048000.0|Software|1048000.0|operating|USA|Norcross|1.0|2005.0|technology
2214|DataPad|1700000.0|Analytics|1700000.0|acquired|USA|San Francisco|1.0|2013.0|technology
2215|DataRPM|800000.0|Big Data|5900000.0|operating|USA|Fairfax|2.0|2012.0|technology
2216|DataRank|1400000.0|Enterprise Software|1400000.0|operating|USA|Fayetteville|3.0|2011.0|technology
2217|DataRobot|3418000.0||||||||
2218|DataSift|1500000.0|Big Data|77892396.0|operating|USA|San Francisco|6.0|2010.0|technology
2219|DataTorrent|750000.0|Big Data|8750000.0|operating|USA|Santa Clara|2.0|2012.0|technology
2220|DataVote|100000.0|Enterprise Software|100000.0|closed|||1.0|2010.0|technology
2221|Databox|518000.0||||||||
2222|Databraid|20000.0|Software|20000.0|operating|USA|Providence|1.0|2010.0|technology
2223|Datacratic|2000000.0|Machine Learning|2000000.0|operating|CAN|Montréal|1.0|2010.0|technology
2224|Datadecision|37903.0|Analytics|37903.0|operating|FRA|Paris|1.0|2011.0|technology
2225|Datadog|1200000.0|Software|22400000.0|operating|USA|New York|4.0|2010.0|technology
2226|Datahero|4150000.0||||||||
2227|Datahug|1500000.0|Analytics|5500000.0|operating|IRL|Dublin|2.0|2010.0|technology
2228|Dataium|2356714.0||||||||
2229|Dataloop.IO|779689.0|Services|779689.0|operating|GBR|London|1.0|2013.0|services
2230|Datamolino|695178.0||||||||
2231|Datanyze|2000000.0|Big Data|2000000.0|operating|USA|San Mateo|1.0|2012.0|technology
2232|Dataresolve Technologies|20000.0|Security|20000.0|operating|IND|Kolkata|2.0|2008.0|services
2233|Datavolution|500000.0|Enterprise Software|500000.0|operating|USA|San Francisco|1.0|2013.0|technology
2234|DateMyFamily.com|100000.0|Social Media|100000.0|closed|USA|Weston|1.0|2011.0|online platforms and marketplaces
2235|Datical|1660000.0||||||||
2236|Dating Headshots Inc.|170000.0||||||||
2237|Dato Capital|197550.0|Finance|276553.0|operating|ESP|Madrid|2.0|2007.0|financials
2238|Datometry|1000000.0|Big Data|1000000.0|operating|USA|San Francisco|1.0|2013.0|technology
2239|Dattch|160000.0|Mobile|160000.0|operating|GBR|London|1.0|2012.0|consumer electronics
2240|Day Zero Project|40000.0|Software|40000.0|operating|CHL|Santiago|1.0|2011.0|technology
2241|Dazo|40000.0|Software|40000.0|operating|||1.0|2012.0|technology
2242|Dazzling Beauty Group|150000.0|E-Commerce|150000.0|closed|USA|San Francisco|1.0|2011.0|online platforms and marketplaces
2243|DeNovaMed|501408.0|Pharmaceuticals|501408.0|operating|CAN|Halifax|1.0|2006.0|healthcare
2244|DeRev|1530625.0|Media|1530625.0|operating|ITA|Naples|2.0|2012.0|online platforms and marketplaces
2245|Dead Inventory Management System|50000.0|E-Commerce|50000.0|operating|USA|St Louis|1.0|2011.0|online platforms and marketplaces
2246|Deal Co-op|16000.0|Finance|516000.0|operating|USA|Seattle|2.0|2010.0|financials
2247|Deal Decor|1200000.0|E-Commerce|1200000.0|closed|USA|San Francisco|1.0|2011.0|online platforms and marketplaces
2248|Deal In City|30000.0|Coupons|75000.0|operating|ARE|Dubai|2.0|2010.0|other consumer retail
2249|DealAngel|868000.0||||||||
2250|DealBase Corporation|1000000.0|Hotels|1000000.0|operating|USA|Manhattan Beach|1.0|2008.0|events, travels, leisure and entertainment
2251|DealCloud|266000.0|Software|266000.0|operating|USA|Charlotte|1.0|2010.0|technology
2252|DealPing|50000.0|Mobile|50000.0|operating|SGP|Singapore|1.0|2010.0|consumer electronics
2253|DealTraction|500000.0|Software|500000.0|operating|USA|Menlo Park|1.0|2010.0|technology
2254|Dealflicks|1700000.0|Entertainment|1700000.0|operating|USA|Oakland|3.0|2011.0|events, travels, leisure and entertainment
2255|Dealflow.com|1000000.0|Finance|1000000.0|operating|||1.0|2001.0|financials
2256|DealitLive.com|300000.0|Online Shopping|300000.0|closed|USA|Fair Lawn|1.0|2008.0|online platforms and marketplaces
2257|Dealstruck|1200000.0|Marketplaces|1200000.0|operating|USA|Carlsbad|2.0|2013.0|online platforms and marketplaces
2258|Deanslist|94000.0|Curated Web|107976.0|operating|GBR|London|2.0|2012.0|services
2259|DearLocal|100000.0|Advertising|100000.0|operating|USA|Boulder|1.0|2013.0|sales, marketing and advertising
2260|DebtMarket|500000.0|Finance|4352758.0|acquired|||5.0|2007.0|financials
2261|DecaWave|1485510.0||||||||
2262|DecideQuick|100000.0|Social Media|100000.0|operating|IND|Trivandrum|1.0|2011.0|online platforms and marketplaces
2263|Decimal Software Ltd|952380.0|Finance Technology|19569145.0|operating|AUS|Sydney|6.0|2006.0|financials
2264|Decision Pace|1000000.0|Software|1000000.0|operating|USA|Buffalo|1.0|2009.0|technology
2265|DecisionDesk|1850000.0||||||||
2266|Decisiv|2168237.0|Public Transportation|8177245.0|operating|USA|Glen Allen|3.0|2001.0|services
2267|Deck App Technologies|600000.0|Enterprise Software|600000.0|operating|IND|Bangalore|1.0|2012.0|technology
2268|Deckerton|15000.0|Software|15000.0|operating|USA|Lincoln|1.0|2010.0|technology
2269|Declara|5000000.0|Education|30000000.0|operating|USA|Palo Alto|3.0|2012.0|education
2270|Decurate|40000.0|Curated Web|40000.0|operating|CHL|Santiago|1.0|2011.0|services
2271|Deed|186500.0||||||||
2272|Deehubs|47000.0||||||||
2273|Deemelo|40000.0|Fashion|40000.0|operating|CHL|Santiago|1.0|2012.0|other consumer retail
2274|Deenty|120000.0|Health Care|120000.0|operating|CHL|Santiago|1.0|2013.0|healthcare
2275|Deep Identity|470000.0|Software|470000.0|operating|SGP|Singapore|1.0|2009.0|technology
2276|Deep Sea Marketing S.A.|300000.0|Social Network Media|325000.0|operating|||2.0|2011.0|online platforms and marketplaces
2277|DeepField|1525000.0|Analytics|1525000.0|operating|USA|Ann Arbor|1.0|2011.0|technology
2278|Deepclass|4350000.0|Fashion|4350000.0|operating|USA|New York|1.0|2013.0|other consumer retail
2279|Deetectee Microsystems|192621.0|Software|192621.0|operating|CAN|Victoria|1.0|2012.0|technology
2280|DefenCall|200000.0|Mobile|200000.0|operating|USA|New Canaan|1.0|2010.0|consumer electronics
2281|Define My Style|690000.0|Fashion|690000.0|closed|USA|Cincinnati|1.0|2010.0|other consumer retail
2282|Degree Controls|2500000.0|Consulting|2500000.0|operating|USA|Milford|1.0|2007.0|services
2283|Degreed|1800000.0|Education|2700000.0|operating|USA|San Francisco|2.0|2012.0|education
2284|Dekko|1900000.0|Computer Vision|5100000.0|operating|USA|San Francisco|2.0|2011.0|technology
2285|Deligic|16232.0|Software|16232.0|operating|POL|Warsaw|1.0|2012.0|technology
2286|Deline.JY Inc.|100000.0|Curated Web|100000.0|closed|KOR|Seoul|1.0|2008.0|services
2287|Delishery Ltd.|51220.0|E-Commerce|51220.0|operating|GBR|London|1.0|2013.0|online platforms and marketplaces
2288|Deliv|1000000.0|E-Commerce|12350000.0|operating|USA|Palo Alto|4.0|2012.0|online platforms and marketplaces
2289|Delivered|20000.0|Mobile|20000.0|operating|USA|Medina|1.0|2013.0|consumer electronics
2290|Delivery Science|500000.0|Consumer Goods|500000.0|operating|NGA|Lagos|1.0|2014.0|other consumer retail
2291|Deltasight|378000.0||||||||
2292|Delve Networks|1650000.0|Games|11567800.0|acquired|USA|Seattle|3.0|2006.0|events, travels, leisure and entertainment
2293|Delver Ltd|46944.0|Natural Language Processing|200987.0|operating|GBR|Sheffield|2.0|2013.0|technology
2294|Dem.ly Srl|302643.0||||||||
2295|Demdex|1500000.0|SaaS|8500000.0|acquired|USA|New York|3.0|2008.0|services
2296|Demeter Power Group, Inc.|500000.0|Clean Technology|500000.0|operating|USA|West Palm Beach|1.0|2011.0|technology
2297|Demeure|4000000.0|Marketplaces|8000000.0|operating|CAN|Waterloo|2.0|2009.0|online platforms and marketplaces
2298|Demibooks|405000.0||||||||
2299|DemoHire|50000.0|Video|50000.0|operating|USA|Miami|1.0|2012.0|technology
2300|Democracy.com|2000000.0|Politics|2000000.0|operating|USA|New York|1.0|2012.0|no-profit and government
2301|Democravise|40000.0|Enterprise Software|40000.0|operating|CAN|Hamilton|1.0|2012.0|technology
2302|Dennoo|3100000.0||||||||
2303|Dentalink|40000.0|Software|290000.0|operating|CHL|Santiago|2.0|2010.0|technology
2304|Departing|1250000.0|Funeral Industry|1250000.0|operating|USA|Irving|1.0|2013.0|services
2305|Depop|2115375.0||||||||
2306|Dering Hall|1400000.0|Design|1400000.0|operating|USA|New York|1.0|2011.0|services
2307|DesRueda.com|8000.0|Automotive|8000.0|operating|||1.0|2014.0|automotive
2308|Descargas Online|543270.0|Games|543270.0|operating|ESP|Barcelona|1.0|2011.0|events, travels, leisure and entertainment
2309|Descomplica|60000.0|Education|7060000.0|operating|BRA|Rio De Janeiro|3.0|2011.0|education
2310|DesignFace IT|3766.0|Web Design|3766.0|operating|ROM|Targu Jiu|2.0|2013.0|technology
2311|DesignHub|50000.0|Design|50000.0|operating|SGP|Singapore|1.0|2011.0|services
2312|DesignPax|50000.0|Email|50000.0|operating|USA|New York|1.0|2010.0|technology
2313|DesignWine|1188427.0|E-Commerce|1188427.0|operating|||1.0|2009.0|online platforms and marketplaces
2314|Designer Pages Online|350000.0|Design|350000.0|operating|USA|New York|1.0|2008.0|services
2315|Designlab|150000.0|Education|150000.0|operating|USA|San Francisco|2.0|2013.0|education
2316|DeskGod|86625.0|SaaS|86625.0|operating|USA|San Francisco|1.0|2008.0|services
2317|DeskMetrics|280000.0||||||||
2318|Desmos|800000.0|Education|900000.0|operating|USA|San Francisco|3.0|2011.0|education
2319|Desti|2000000.0||||||||
2320|DevHD|1000000.0|Curated Web|1000000.0|operating|USA|Atherton|1.0|2006.0|services
2321|DevelopIntelligence|25000.0|Training|25000.0|operating|USA|Louisville|1.0|2003.0|events, travels, leisure and entertainment
2322|Devkinetic Designs|10000.0|Public Relations|10000.0|operating|USA|Melrose|1.0|2006.0|sales, marketing and advertising
2323|Devonshire REIT|350000.0|Commercial Real Estate|350000.0|operating|USA|Whitehouse|1.0|2009.0|financials
2324|Devotee|25000.0|Mobile|25000.0|closed|USA|Pittsburgh|1.0|2010.0|consumer electronics
2325|Devtap|2600000.0|Search|2600000.0|closed|USA|Menlo Park|1.0|2008.0|technology
2326|Devunity|100000.0|Social Media|100000.0|operating|||1.0|2007.0|online platforms and marketplaces
2327|Dexetra|200000.0|Android|1200000.0|operating|IND|Cochin|2.0|2010.0|technology
2328|Dexmo|105000.0|Education|105000.0|closed|GBR|Tring|1.0|2006.0|education
2329|Dextr|340000.0||||||||
2330|Dezide|350000.0|Software|350000.0|operating|DNK|Aalborg|1.0|2001.0|technology
2331|DiJiPOP|1000000.0|Advertising|2000000.0|acquired|USA|Providence|2.0|2008.0|sales, marketing and advertising
2332|Diabeto|40000.0|Mobile|40000.0|operating|IND|Mumbai|1.0|2012.0|consumer electronics
2333|Diagnose.me|184103.0|Medical|639401.0|operating|NLD|Alkmaar|2.0|2012.0|healthcare
2334|Diagnostic Healthcare|1503411.0|Biotechnology|1503411.0|operating|GBR|Altrincham|1.0|2004.0|technology
2335|Diagnostic Photonics|1346510.0|Biotechnology|1596510.0|operating|USA|Chicago|3.0|2008.0|technology
2336|Diagnovus|2010000.0||||||||
2337|Diagonal View|1000000.0|Games|1000000.0|operating|GBR|London|1.0|2008.0|events, travels, leisure and entertainment
2338|Dial a Dealer|140000.0|Gambling|140000.0|closed|GBR|London|1.0|2006.0|events, travels, leisure and entertainment
2339|Dialective|129454.0||||||||
2340|Dialogfeed|303064.0|Social Network Media|1007464.0|operating|BEL|Brussels|2.0|2008.0|online platforms and marketplaces
2341|Diamond Fortress Technologies|2213000.0||||||||
2342|Diamond Kinetics|1100000.0|Sensors|1100000.0|operating|USA|Pittsburgh|1.0|2012.0|technology
2343|Diary.com|1200000.0|Curated Web|1200000.0|operating|GBR|London|1.0|2008.0|services
2344|Diavibe|20000.0|Medical Devices|20000.0|closed|USA|Providence|1.0|2010.0|healthcare
2345|Dibbz|161671.0|Monetization|161671.0|operating|GBR|London|2.0|2013.0|financials
2346|Dick or Bro|150000.0|Celebrity|150000.0|closed|||1.0|2012.0|events, travels, leisure and entertainment
2347|DidLog|20000.0|Software|20000.0|operating|USA|Cleveland|1.0|2013.0|technology
2348|Didasco|122000.0|E-Commerce|122000.0|operating|GBR|London|1.0|2013.0|online platforms and marketplaces
2349|DietBetter|1900000.0|Games|1900000.0|operating|USA|New York|1.0|2011.0|events, travels, leisure and entertainment
2350|Differential|170000.0|Startups|170000.0|operating|USA|Cincinnati|1.0|2013.0|services
2351|Digify|1000000.0|Mobile Security|1000000.0|operating|USA|Redwood City|1.0|2011.0|services
2352|Digiscend|20000.0|Emerging Markets|20000.0|operating|PER|Lima|1.0|2014.0|technology
2353|Digit Game Studios|1250000.0|Game|3750000.0|operating|IRL|Dublin|2.0|2012.0|events, travels, leisure and entertainment
2354|Digital Authentication Technologies|1000000.0|Security|2224160.0|operating|USA|Boca Raton|4.0|2000.0|services
2355|Digital Clipboard|250000.0|Health Care|250000.0|operating|GBR||1.0|2013.0|healthcare
2356|Digital Dandelion|25000.0|Mobile|25000.0|closed|||1.0|2008.0|consumer electronics
2357|Digital News Asia|300000.0|Media|300000.0|operating|MYS|Petaling Jaya|1.0|2012.0|online platforms and marketplaces
2358|Digital Perception|26409.0|Image Recognition|26409.0|operating|||1.0|2013.0|technology
2359|Digital Reasoning|750000.0|Big Data Analytics|28959965.0|operating|USA|Arlington|4.0|2000.0|technology
2360|Digital Tech Frontier|325000.0|Software|325000.0|operating|USA|Tempe|1.0|1996.0|technology
2361|DigitalMR|1020000.0|Big Data|1020000.0|operating|GBR|London|1.0|2010.0|technology
2362|DigitalOcean|3205800.0|Cloud Computing|40205800.0|operating|USA|New York|4.0|2011.0|technology
2363|Digitour Media|2000000.0|Concerts|2200000.0|operating|USA|Los Angeles|2.0|2010.0|events, travels, leisure and entertainment
2364|Dindong|250000.0|Event Management|250000.0|operating|BRA|São Paulo|1.0|2008.0|events, travels, leisure and entertainment
2365|Dine Market|400000.0|Restaurants|400000.0|operating|USA|New York|1.0|2011.0|events, travels, leisure and entertainment
2366|DineGasm|15500.0|Social Media|15500.0|operating|USA|Pembroke Pines|1.0|2011.0|online platforms and marketplaces
2367|DineInTime|20000.0|Restaurants|20000.0|operating|||1.0|2012.0|events, travels, leisure and entertainment
2368|DineroTaxi|260000.0||||||||
2369|Dinner Lab|2100000.0|Hospitality|3100000.0|operating|USA|New Orleans|2.0|2011.0|no-profit and government
2370|DinnerTime|900000.0|Health and Wellness|2265000.0|operating|USA|Lutherville Timonium|3.0|2011.0|healthcare
2371|DioGenix|3200000.0|Biotechnology|3200000.0|operating|USA|Bethesda|1.0|2007.0|technology
2372|DipJar|420000.0|Hardware|420000.0|operating|||1.0|2012.0|technology
2373|Direct Sitters|5005.0|Curated Web|5005.0|operating|||1.0|2009.0|services
2374|DirectAdoptions.com|500000.0|Social Network Media|500000.0|closed|USA|Hicksville|1.0|2009.0|online platforms and marketplaces
2375|DirectLaw|300000.0|Legal|300000.0|operating|USA|Palm Beach Gardens|1.0|2008.0|services
2376|DirectMoney|98000.0|Finance|98000.0|closed|AUS|Balmain|1.0|2006.0|financials
2377|Directed Edge|15000.0|Curated Web|15000.0|operating|DEU|Berlin|1.0|2008.0|services
2378|Directly|1750000.0|Curated Web|1750000.0|operating|USA|Palo Alto|1.0|2011.0|services
2379|Directr|1100000.0|Entertainment|1717000.0|acquired|USA|Boston|2.0|2012.0|events, travels, leisure and entertainment
2380|Disconnect|600000.0|Privacy|4100000.0|operating|USA|Menlo Park|2.0|2010.0|services
2381|Discount Park and Ride|1020000.0|Travel|2295000.0|operating|USA|Tampa|2.0|2013.0|events, travels, leisure and entertainment
2382|DiscountIF|421326.0||||||||
2383|Discoverables|33078.0|Education|33078.0||||1.0|2013.0|education
2384|Discoverly|778000.0||||||||
2385|Discoveroom P.C.|558612.0||||||||
2386|Discrete Sport|15000.0|Sports|15000.0|operating|USA|Salt Lake City|1.0|2008.0|events, travels, leisure and entertainment
2387|Disenia|90000.0||||||||
2388|Dish.fm|150000.0|Mobile|150000.0|operating|RUS|Moscow|1.0|2011.0|consumer electronics
2389|Dishable|120000.0|Consumer Internet|1120000.0|operating|USA|Chicago|2.0|2012.0|technology
2390|Dispatch|983000.0||||||||
2391|Displair|4980000.0||||||||
2392|Dispop|725000.0||||||||
2393|Disrupt CK|50000.0|Consumer Electronics|50000.0|operating|TUN|Tunis|1.0|2013.0|consumer electronics
2394|Disruption Corp|750000.0|Venture Capital|2250000.0|operating|USA|Ashburn|2.0|2013.0|financials
2395|Disruptive By Design|10000.0|Social Media|10000.0|operating|IND|Kolkata|1.0|2011.0|online platforms and marketplaces
2396|Disruptor Beam|771000.0|Internet|4791000.0|operating|USA|Framingham|4.0|2010.0|technology
2397|Distil Networks|2000000.0||||||||
2398|Distill|1300000.0|Enterprise Software|1300000.0|acquired|USA|San Francisco|1.0|2012.0|technology
2399|Distributed Energy Management|17000.0|Energy Management|17000.0|operating|USA|Seattle|1.0|2009.0|services
2400|Dittit|18885.0|Health and Wellness|18885.0|closed|USA|Winston Salem|1.0|2011.0|healthcare
2401|Ditto|775000.0|Curated Web|775000.0|acquired|USA|New York|1.0|2010.0|services
2402|Ditto Labs|3300000.0||||||||
2403|Divas Diamond|900000.0|E-Commerce|900000.0|operating|TUR|Istanbul|1.0|2011.0|online platforms and marketplaces
2404|Diveboard|100000.0|Travel|100000.0|operating|FRA|Neuilly-sur-seine|1.0|2013.0|events, travels, leisure and entertainment
2405|Diverse School Travel|340931.0|Travel|340931.0|operating|GBR|Birmingham|1.0|2013.0|events, travels, leisure and entertainment
2406|Diversion|300000.0|Social Games|300000.0|closed|USA|Los Angeles|2.0|2010.0|events, travels, leisure and entertainment
2407|Divide|2000000.0|Software|25000000.0|acquired|USA|New York|3.0|2010.0|technology
2408|Dividend Solar|1500000.0|Residential Solar|1500000.0|operating|USA|San Francisco|2.0|2013.0|technology
2409|Divshot|1180000.0||||||||
2410|Divvy|500000.0|Automotive|500000.0|operating|USA|Minneapolis|1.0|2014.0|automotive
2411|DivvyDown|32500.0|Marketplaces|32500.0|operating|USA|New York|1.0|2012.0|online platforms and marketplaces
2412|Divvyshot|10000.0|Curated Web|10000.0|acquired|||1.0|2009.0|services
2413|Diwanee|3250000.0|Portals|8250000.0|operating|ARE|Dubai|2.0|2009.0|online platforms and marketplaces
2414|Dixero International SA|1500000.0|Curated Web|3000000.0|operating|CHE|Lugano|2.0|2009.0|services
2415|Do IT developers|20000.0|Navigation|20000.0|operating|||1.0|2009.0|services
2416|DoPay|3351100.0||||||||
